Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
502,2018-04-24,MIA,LAD,W 3-2,9.0,5,2,2,5,7,0,0,162,97,2,1,37,32,3,0,0,0,0,0,0,0,0,0,0,1,2.00,0.388,2.510,1.408,5,39284,186
503,2018-04-24,HOU,LAA,L 7-8,9.0,8,8,8,6,8,3,0,146,89,2,0,39,33,0,0,0,0,0,0,2,1,0,0,0,0,8.00,-0.672,-3.681,1.016,5,36457,228
504,2018-04-24,KCR,MIL,L 2-5,9.0,12,5,5,4,3,2,0,143,86,0,0,39,34,0,0,0,0,1,0,2,1,1,0,0,0,5.00,-0.163,-0.147,.737,4,16555,179
505,2018-04-24,LAD,MIA,L 2-3,9.0,8,3,3,1,12,1,0,138,91,0,0,36,35,3,0,0,0,0,0,0,0,0,0,1,0,3.00,-0.111,1.510,1.395,4,39284,186
506,2018-04-24,MIL,KCR,W 5-2,9.0,6,2,2,4,4,1,0,143,86,0,0,35,30,1,0,0,0,0,1,1,0,0,0,0,0,2.00,0.337,2.852,.890,4,16555,179
507,2018-04-24,MIN,NYY,L 3-8,8.0,10,8,8,3,13,4,0,165,99,0,0,38,35,1,0,0,0,0,0,1,0,0,0,0,2,9.00,-0.264,-3.606,.605,4,39025,191
508,2018-04-24,NYM,STL,W 6-5,10.0,10,5,5,4,9,1,0,167,105,0,0,43,38,4,0,0,1,0,0,2,0,0,0,0,0,4.50,0.231,0.067,1.243,5,36237,208
509,2018-04-24,NYY,MIN,W 8-3,9.0,5,3,1,3,9,0,2,147,88,2,0,35,32,3,0,0,0,0,0,0,0,1,0,0,0,1.00,0.235,1.943,.800,5,39025,191
510,2018-04-24,OAK,TEX,W 3-2,9.0,6,2,2,2,8,0,0,129,89,1,1,35,31,1,0,0,1,0,1,1,0,0,0,0,1,2.00,0.547,3.083,1.660,5,19391,187
511,2018-04-24,PHI,ARI,L 4-8,9.0,11,8,8,6,12,3,0,174,108,4,0,41,35,1,0,0,0,0,0,3,2,0,0,0,1,8.00,-0.482,-3.541,.979,5,18195,229
512,2018-04-24,SDP,COL,L 0-8,8.0,9,8,7,5,10,1,1,138,84,1,0,37,31,0,1,0,0,1,0,1,0,0,0,0,0,7.88,-0.337,-3.244,.388,4,23727,144
513,2018-04-24,SEA,CHW,W 1-0,9.0,5,0,0,1,12,0,0,120,92,2,0,33,32,1,0,0,0,0,0,1,0,2,1,0,1,0.00,0.847,4.662,1.630,5,10761,172
514,2018-04-24,SFG,WSN,W 4-3,9.0,6,3,3,3,6,1,0,120,78,0,0,34,30,1,0,1,0,1,0,2,0,0,0,1,0,3.00,0.414,1.460,1.365,4,37147,147
515,2018-04-24,STL,NYM,L 5-6,10.0,6,6,6,8,9,2,0,169,97,2,0,42,33,0,1,0,0,0,1,1,0,0,0,0,0,5.40,-0.268,-0.932,1.450,6,36237,208
516,2018-04-24,TEX,OAK,L 2-3,9.0,8,3,3,4,8,1,0,155,95,1,1,41,33,4,0,0,4,0,0,0,1,0,0,0,0,3.00,0.047,2.084,1.227,4,19391,187
517,2018-04-24,TOR,BOS,W 4-3,10.0,9,3,3,2,14,0,0,163,104,0,0,39,37,1,0,0,0,0,0,1,1,0,0,0,0,2.70,0.271,2.549,1.879,4,20070,171
518,2018-04-24,WSN,SFG,L 3-4,8.0,7,4,4,3,4,2,0,131,82,0,0,34,30,0,0,0,1,0,0,0,0,0,0,0,2,4.50,-0.085,-0.035,.923,3,37147,147
519,2018-04-23,LAA,HOU,W 2-0,9.0,7,0,0,2,6,0,0,143,90,0,0,34,32,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.606,4.319,1.417,3,29606,179
520,2018-04-23,ATL,CIN,L 4-10,8.0,10,10,10,8,11,1,0,198,116,7,5,42,34,1,0,0,0,0,0,0,1,0,0,0,0,11.25,-0.402,-5.865,.997,5,9463,191
521,2018-04-23,BAL,CLE,L 1-2,9.0,4,2,2,1,7,1,0,115,81,0,0,32,31,1,0,0,0,0,0,0,0,0,0,0,0,2.00,0.253,2.661,.774,2,10614,141
522,2018-04-23,CHW,SEA,W 10-4,9.0,9,4,4,1,4,2,0,139,86,0,0,35,33,4,0,0,0,0,1,0,0,0,0,0,0,4.00,0.106,0.661,.217,2,13614,176
523,2018-04-23,CIN,ATL,W 10-4,9.0,7,4,3,1,7,1,1,136,92,1,0,35,34,1,0,0,0,0,0,0,0,0,0,0,0,3.00,0.098,0.651,.619,3,9463,191
524,2018-04-23,CLE,BAL,W 2-1,9.0,7,1,1,2,11,0,0,108,77,1,0,34,32,1,0,1,0,0,0,0,1,0,0,0,0,1.00,0.753,3.661,1.769,3,10614,141
525,2018-04-23,COL,SDP,L 5-13,9.0,16,13,13,6,9,2,0,208,125,4,4,49,43,3,0,0,0,0,0,0,2,0,0,1,0,13.00,-0.606,-7.649,.871,5,24419,204
526,2018-04-23,MIA,LAD,L 1-2,8.0,6,2,2,2,11,1,0,134,88,0,0,32,29,2,0,0,0,0,1,0,0,0,0,0,0,2.25,-0.020,2.009,1.075,3,46909,179
527,2018-04-23,HOU,LAA,L 0-2,9.0,4,2,2,3,9,0,0,142,94,0,0,33,30,1,0,0,0,0,0,1,2,0,0,0,1,2.00,0.106,2.319,.804,3,29606,179
528,2018-04-23,LAD,MIA,W 2-1,9.0,6,1,1,5,8,0,0,149,93,2,0,38,32,0,0,0,1,0,0,0,1,1,0,0,0,1.00,0.480,3.510,1.630,5,46909,179
529,2018-04-23,MIN,NYY,L 1-14,8.0,13,14,14,7,8,4,0,197,114,2,2,44,37,4,0,0,0,0,0,0,1,0,0,0,0,15.75,-0.268,-9.606,.348,5,39249,218
530,2018-04-23,NYY,MIN,W 14-1,9.0,6,1,1,3,8,0,0,144,88,1,0,37,32,2,0,0,1,1,0,0,0,0,0,0,0,1.00,0.233,3.945,.521,3,39249,218
531,2018-04-23,OAK,TEX,W 9-4,9.0,7,4,4,2,9,1,0,147,97,0,0,34,32,3,0,0,0,0,0,1,3,1,0,0,1,4.00,0.247,1.084,1.027,5,17060,200
532,2018-04-23,SDP,COL,W 13-5,9.0,9,5,5,2,6,2,0,144,87,0,0,36,34,1,0,0,0,0,0,1,2,1,0,0,0,5.00,-0.107,0.351,.645,4,24419,204
533,2018-04-23,SEA,CHW,L 4-10,8.0,18,10,10,0,7,3,0,136,95,1,0,41,41,3,2,0,0,0,0,0,2,0,1,0,1,11.25,-0.395,-5.857,.266,2,13614,176
534,2018-04-23,SFG,WSN,W 4-2,9.0,5,2,2,4,8,0,0,151,99,1,0,37,31,0,1,0,0,0,2,0,2,0,0,0,0,2.00,0.367,2.460,1.234,4,36983,164
535,2018-04-23,TEX,OAK,L 4-9,9.0,14,9,9,7,4,1,0,161,98,6,2,46,38,3,2,1,1,0,0,2,0,0,0,0,0,9.00,-0.253,-3.916,1.354,6,17060,200
536,2018-04-23,WSN,SFG,L 2-4,8.0,6,4,4,3,7,1,0,130,83,1,1,34,31,3,0,0,0,0,0,0,0,0,0,0,0,4.50,-0.134,-0.034,.927,5,36983,164
537,2018-04-22,LAA,SFG,L 2-4,9.0,13,4,4,2,9,2,0,194,135,3,2,41,39,0,0,0,0,0,0,1,1,0,0,0,1,4.00,-0.127,0.562,.706,7,44544,225
538,2018-04-22,ARI,SDP,W 4-2,9.0,3,2,2,1,15,1,0,134,92,0,0,32,31,1,0,0,0,0,0,0,0,0,0,0,1,2.00,0.438,3.122,.930,4,31061,162
539,2018-04-22,BAL,CLE,L 3-7,9.0,14,7,7,2,8,2,0,165,110,0,0,44,41,4,0,0,0,1,0,0,0,0,0,0,1,7.00,-0.235,-2.339,1.162,3,27394,174
540,2018-04-22,BOS,OAK,L 1-4,8.0,9,4,4,1,6,1,0,98,70,0,0,32,31,2,0,0,0,0,0,2,0,0,0,0,0,4.50,-0.094,0.054,1.155,2,29804,164
541,2018-04-22,CHC,COL,W 9-7,9.0,12,7,6,4,11,2,1,152,95,4,3,42,38,1,1,0,0,0,0,1,2,0,0,0,0,6.00,0.185,-1.649,1.353,4,48137,227
542,2018-04-22,CHW,HOU,L 1-7,9.0,10,7,7,7,7,1,0,184,109,4,4,45,37,2,0,0,0,0,1,0,0,0,0,0,2,7.00,-0.234,-2.338,1.090,7,17167,200
543,2018-04-22,CIN,STL,L 2-9,8.0,12,9,9,7,6,2,0,159,92,1,1,41,32,3,0,0,0,0,2,1,1,0,0,0,1,10.12,-0.252,-4.947,.718,4,44430,157
544,2018-04-22,CLE,BAL,W 7-3,9.0,6,3,3,0,7,2,0,120,82,1,0,32,32,1,0,0,0,0,0,1,0,0,0,0,0,3.00,0.265,1.661,1.135,3,27394,174
545,2018-04-22,COL,CHC,L 7-9,9.0,13,9,9,4,15,1,0,182,119,5,3,47,40,1,0,0,2,1,0,0,0,0,0,0,0,9.00,-0.316,-3.648,.736,7,48137,227
546,2018-04-22,DET,KCR,L 5-8,9.0,7,8,8,8,7,3,0,164,95,4,4,41,33,1,0,0,0,0,0,1,1,0,0,0,0,8.00,-0.659,-3.107,1.096,5,19034,189
547,2018-04-22,MIA,MIL,L 2-4,8.0,4,4,3,4,14,1,1,120,79,0,0,33,29,0,0,1,0,0,0,0,1,0,0,0,0,3.38,-0.073,0.178,.867,3,37015,162
548,2018-04-22,HOU,CHW,W 7-1,9.0,9,1,1,2,5,0,0,137,87,0,0,35,31,2,0,0,2,0,0,4,0,0,0,0,0,1.00,0.266,3.661,.864,4,17167,200
549,2018-04-22,KCR,DET,W 8-5,9.0,8,5,4,2,6,0,1,152,92,2,2,36,32,2,0,0,1,0,1,2,0,0,0,0,1,4.00,-0.160,-0.106,1.087,4,19034,189
550,2018-04-22,LAD,WSN,W 4-3,9.0,9,3,2,3,9,1,1,149,98,0,0,38,33,3,0,1,0,0,2,0,2,0,0,0,0,2.00,0.319,1.510,1.618,5,51297,201
551,2018-04-22,MIL,MIA,W 4-2,9.0,6,2,0,2,11,0,2,135,89,3,0,35,30,1,0,0,1,1,0,1,0,0,0,0,0,0.00,0.428,2.702,1.547,4,37015,162
552,2018-04-22,MIN,TBR,L 6-8,8.0,14,8,8,2,12,3,0,162,107,5,2,39,36,1,0,0,1,0,0,1,0,0,0,0,0,9.00,-0.671,-4.026,1.349,6,12515,219
553,2018-04-22,NYY,TOR,W 5-1,9.0,4,1,1,4,8,1,0,147,91,0,0,35,30,1,0,0,1,0,0,1,1,0,0,0,0,1.00,0.331,3.943,.837,3,43628,167
554,2018-04-22,OAK,BOS,W 4-1,9.0,6,1,1,1,10,0,0,142,101,3,0,35,34,2,0,0,0,0,0,0,1,0,0,0,0,1.00,0.405,3.561,1.364,4,29804,164
555,2018-04-22,PHI,PIT,W 3-2,11.0,7,2,2,4,11,1,0,157,106,1,0,44,40,1,1,2,0,0,0,0,1,0,0,0,0,1.64,0.672,3.451,1.999,5,29199,215
556,2018-04-22,PIT,PHI,L 2-3,10.1,8,3,3,5,12,0,0,167,104,0,0,44,38,1,2,0,0,0,1,0,0,1,0,0,1,2.61,0.171,1.932,1.681,6,29199,215
557,2018-04-22,SDP,ARI,L 2-4,8.0,6,4,4,4,6,1,0,138,85,0,0,33,29,0,0,0,0,0,0,0,2,0,0,0,0,4.50,-0.062,0.553,.707,3,31061,162
558,2018-04-22,SEA,TEX,L 4-7,8.0,8,7,7,3,4,2,0,111,72,1,0,36,32,3,0,1,1,0,0,0,0,0,0,0,0,7.88,-0.236,-2.482,.650,3,33661,175
559,2018-04-22,SFG,LAA,W 4-2,9.0,6,2,2,3,11,1,0,166,105,0,0,37,32,0,0,0,2,0,0,2,0,0,0,0,0,2.00,0.375,2.561,1.102,5,44544,225
560,2018-04-22,STL,CIN,W 9-2,9.0,5,2,1,0,8,0,1,104,80,0,0,33,33,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.248,2.561,.870,3,44430,157
561,2018-04-22,TBR,MIN,W 8-6,9.0,9,6,6,5,10,1,0,169,107,6,3,41,35,1,0,0,1,0,0,1,0,0,0,0,0,6.00,-0.170,-1.531,1.496,6,12515,219
562,2018-04-22,TEX,SEA,W 7-4,9.0,10,4,3,3,9,1,1,160,94,1,0,43,39,3,1,0,1,0,0,0,0,0,0,1,0,3.00,0.264,1.084,1.668,5,33661,175
563,2018-04-22,TOR,NYY,L 1-5,8.0,9,5,4,3,6,1,1,140,85,2,1,35,31,4,0,0,0,0,1,1,1,0,0,0,0,4.50,-0.170,-0.606,.537,4,43628,167
564,2018-04-22,WSN,LAD,L 3-4,8.0,5,4,4,4,8,0,0,138,82,3,1,32,26,4,0,0,1,0,1,0,0,2,1,0,1,4.50,-0.181,0.009,1.267,4,51297,201
565,2018-04-21,LAA,SFG,W 4-3,9.0,7,3,3,3,17,1,0,161,107,2,0,37,34,1,0,1,0,0,0,0,0,1,0,0,2,3.00,0.375,1.560,1.368,5,42666,178
566,2018-04-21,ARI,SDP,W 6-2,9.0,9,2,2,1,10,0,0,132,81,0,0,34,33,1,0,0,0,0,0,1,1,2,1,0,0,2.00,0.310,3.122,.945,4,38820,175
567,2018-04-21,ATL,NYM,W 4-3,9.0,7,3,2,4,7,0,1,135,84,3,3,38,34,0,0,1,0,0,0,1,2,0,0,0,0,2.00,0.069,1.561,1.276,4,41396,187
568,2018-04-21,BAL,CLE,L 0-4,9.0,9,4,4,3,8,3,0,125,76,0,0,35,32,0,0,0,0,0,0,1,0,3,0,0,2,4.00,-0.080,0.661,.634,3,29187,141
569,2018-04-21,BOS,OAK,L 0-3,8.0,7,3,3,2,10,1,0,124,78,0,0,33,31,4,1,0,0,0,0,0,1,0,0,0,0,3.38,-0.053,1.054,.550,2,25746,136
570,2018-04-21,CHC,COL,L 2-5,8.0,5,5,5,7,8,0,0,157,94,5,0,37,28,2,0,0,1,1,0,0,2,0,0,0,0,5.62,-0.243,-0.243,.860,5,40107,183
571,2018-04-21,CHW,HOU,L 1-10,9.0,13,10,10,7,8,2,0,167,95,4,1,44,36,2,0,0,0,0,1,3,0,0,0,0,0,10.00,-0.433,-5.339,.392,5,23902,193
572,2018-04-21,CIN,STL,L 3-4,8.0,8,4,4,2,5,3,0,125,82,1,0,34,32,2,0,1,0,0,0,0,1,0,0,0,0,4.50,-0.188,0.055,.723,4,42382,177
573,2018-04-21,CLE,BAL,W 4-0,9.0,2,0,0,2,3,0,0,107,70,,,31,29,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.420,4.661,.904,1,29187,141
574,2018-04-21,COL,CHC,W 5-2,9.0,6,2,2,2,7,0,0,120,81,0,0,33,31,3,0,0,0,0,0,0,0,1,0,0,0,2.00,0.256,3.352,.889,4,40107,183
575,2018-04-21,DET,KCR,W 12-4,9.0,11,4,2,1,1,0,2,111,80,3,1,39,37,2,0,0,0,0,1,1,0,0,0,0,0,2.00,0.010,0.893,1.096,3,19302,184
576,2018-04-21,MIA,MIL,L 5-6,8.0,7,6,5,4,5,2,1,166,100,0,0,34,29,1,0,0,0,0,1,1,0,1,0,1,1,5.62,-0.465,-1.822,1.585,5,37175,177
577,2018-04-21,HOU,CHW,W 10-1,9.0,4,1,1,4,9,1,0,145,83,0,0,35,31,1,0,0,0,0,0,0,0,0,0,0,1,1.00,0.067,3.661,.146,4,23902,193
578,2018-04-21,KCR,DET,L 4-12,8.0,16,12,12,8,4,2,0,186,108,7,3,48,39,2,0,0,0,0,1,1,0,0,0,0,1,13.50,-0.490,-7.651,.844,6,19302,184
579,2018-04-21,LAD,WSN,W 4-0,9.0,2,0,0,4,11,0,0,117,77,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.553,4.510,.961,3,50908,149
580,2018-04-21,MIL,MIA,W 6-5,9.0,9,5,5,1,8,2,0,142,91,0,0,36,34,1,0,0,1,0,0,1,0,0,0,0,1,5.00,0.036,-0.300,.867,5,37175,177
581,2018-04-21,MIN,TBR,L 1-10,8.0,12,10,10,2,8,3,0,141,94,1,1,38,35,1,1,0,1,0,0,1,0,0,0,0,1,11.25,-0.150,-6.027,.593,3,10106,173
582,2018-04-21,NYM,ATL,L 3-4,8.1,8,4,4,5,14,0,0,139,89,3,2,37,32,2,1,0,0,0,0,0,2,1,0,0,0,4.32,-0.431,-0.358,1.669,4,41396,187
583,2018-04-21,NYY,TOR,W 9-1,9.0,4,1,1,3,9,0,0,126,78,0,0,34,31,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.268,3.944,1.085,3,40986,170
584,2018-04-21,OAK,BOS,W 3-0,9.0,0,0,0,2,10,0,0,108,75,,,30,28,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.446,4.560,.732,1,25746,136
585,2018-04-21,PHI,PIT,W 6-2,9.0,8,2,2,0,11,1,0,134,98,1,0,34,34,0,0,0,0,0,0,1,0,0,0,0,0,2.00,0.287,2.461,.973,4,28161,191
586,2018-04-21,PIT,PHI,L 2-6,8.0,7,6,5,4,10,1,1,156,93,6,3,37,31,0,0,0,1,1,0,1,0,0,0,0,2,5.62,-0.215,-2.036,.892,5,28161,191
587,2018-04-21,SDP,ARI,L 2-6,8.0,10,6,6,5,10,1,0,150,95,1,0,37,32,1,2,0,0,0,0,0,0,2,0,0,0,6.75,-0.191,-1.447,.746,4,38820,175
588,2018-04-21,SEA,TEX,W 9-7,9.0,10,7,7,8,9,0,0,207,132,2,0,47,36,6,0,0,1,1,1,0,1,0,0,0,3,7.00,-0.162,-1.917,1.448,5,39016,209
589,2018-04-21,SFG,LAA,L 3-4,8.0,6,4,4,2,7,3,0,126,80,0,0,31,29,3,0,0,0,0,0,1,1,0,0,0,0,4.50,-0.125,0.054,.783,3,42666,178
590,2018-04-21,STL,CIN,W 4-3,9.0,7,3,3,6,7,0,0,143,81,3,1,40,29,0,0,0,3,2,0,2,0,0,0,0,0,3.00,0.314,1.560,1.825,4,42382,177
591,2018-04-21,TBR,MIN,W 10-1,9.0,9,1,1,0,7,0,0,141,94,0,0,33,31,3,0,0,0,1,1,3,0,0,0,0,0,1.00,0.350,3.469,.949,2,10106,173
592,2018-04-21,TEX,SEA,L 7-9,9.0,13,9,9,2,5,3,0,134,88,2,0,41,37,2,0,0,1,0,1,1,0,1,0,0,0,9.00,-0.663,-3.916,1.046,5,39016,209
593,2018-04-21,TOR,NYY,L 1-9,8.0,9,9,6,7,9,1,3,158,93,1,1,40,32,1,0,0,0,0,1,1,0,0,0,0,2,6.75,-0.232,-4.607,.496,4,40986,170
594,2018-04-21,WSN,LAD,L 0-4,8.0,7,4,4,3,10,3,0,127,83,0,0,33,29,0,0,1,1,0,0,1,1,1,1,0,1,4.50,0.052,0.009,.782,2,50908,149
595,2018-04-20,LAA,SFG,L 1-8,9.0,9,8,8,2,10,3,0,147,96,0,0,39,36,3,0,0,1,0,0,1,0,0,0,0,0,8.00,-0.244,-3.439,.404,5,37494,170
596,2018-04-20,ARI,SDP,L 1-4,9.0,5,4,2,2,6,1,2,134,91,2,2,36,33,0,0,0,0,1,0,1,0,0,0,0,1,2.00,-0.107,1.122,1.049,5,24902,174
597,2018-04-20,ATL,NYM,L 3-5,12.0,9,5,4,6,12,0,1,204,126,0,0,48,39,5,0,0,1,1,1,2,1,0,0,0,1,3.00,0.169,1.081,1.732,6,39016,231
598,2018-04-20,BAL,CLE,W 3-1,9.0,6,1,1,3,12,0,0,143,96,0,0,37,32,2,0,0,2,0,0,0,1,1,0,0,0,1.00,0.454,3.661,1.262,3,20004,172
599,2018-04-20,BOS,OAK,W 7-3,9.0,10,3,3,2,11,0,0,172,112,6,0,40,37,3,0,0,1,0,0,1,0,0,0,0,2,3.00,0.121,1.561,.940,5,23473,196
600,2018-04-20,CHC,COL,W 16-5,9.0,11,5,5,3,8,1,0,164,101,0,0,39,35,3,0,0,1,0,0,2,0,0,0,0,1,5.00,0.028,0.350,.523,3,35290,210
601,2018-04-20,CHW,HOU,L 0-10,9.0,13,10,10,4,9,2,0,172,106,2,2,43,39,5,0,0,0,0,0,0,0,1,0,0,0,10.00,-0.280,-5.338,.605,4,14211,184
602,2018-04-20,CIN,STL,L 2-4,8.0,8,4,4,7,7,0,0,153,88,0,0,39,31,3,0,1,0,0,1,0,1,0,0,0,1,4.50,-0.163,0.054,.564,4,43303,182
603,2018-04-20,CLE,BAL,L 1-3,8.0,6,3,3,3,6,1,0,144,90,0,0,33,29,3,0,1,1,0,0,1,0,0,0,0,1,3.38,-0.046,1.143,.790,2,20004,172
604,2018-04-20,COL,CHC,L 5-16,9.0,18,16,15,5,4,2,1,174,108,1,1,49,44,4,1,0,0,0,0,2,0,0,1,0,3,15.00,-0.472,-10.649,.721,4,35290,210
605,2018-04-20,MIA,MIL,L 0-8,8.0,10,8,7,8,14,2,1,179,110,1,1,43,33,2,1,0,2,0,0,0,1,0,0,0,1,7.88,-0.245,-3.822,.589,5,28233,197
606,2018-04-20,HOU,CHW,W 10-0,9.0,2,0,0,3,8,0,0,129,89,0,0,31,28,0,0,0,0,0,0,0,1,1,0,0,0,0.00,0.220,4.661,.429,4,14211,184
607,2018-04-20,LAD,WSN,L 2-5,9.0,10,5,5,3,6,0,0,127,88,3,0,39,36,3,0,0,0,0,0,1,0,0,0,0,1,5.00,-0.155,-0.490,.695,3,50211,189
608,2018-04-20,MIL,MIA,W 8-0,9.0,6,0,0,4,10,0,0,155,97,3,0,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.257,4.701,.594,4,28233,197
609,2018-04-20,MIN,TBR,L 7-8,9.2,11,8,7,7,13,0,1,160,97,3,3,46,38,3,0,1,1,0,0,1,2,1,0,0,0,6.52,-0.843,-3.469,1.617,6,9786,210
610,2018-04-20,NYM,ATL,W 5-3,12.0,8,3,3,3,12,1,0,196,130,0,0,45,41,2,0,0,0,0,1,0,2,2,0,0,1,2.25,0.669,3.080,1.446,5,39016,231
611,2018-04-20,NYY,TOR,L 5-8,9.0,9,8,8,9,7,2,0,176,99,3,0,45,36,2,0,0,0,0,0,0,0,0,0,0,2,8.00,-0.534,-3.057,1.196,4,39197,202
612,2018-04-20,OAK,BOS,L 3-7,9.0,11,7,7,1,6,2,0,131,87,3,3,36,35,1,0,0,0,0,0,2,0,1,0,0,0,7.00,-0.380,-2.440,.717,3,23473,196
613,2018-04-20,PHI,PIT,W 2-1,9.0,6,1,1,3,7,0,0,131,82,0,0,37,32,3,0,0,1,0,1,0,1,0,0,0,0,1.00,0.524,3.461,1.435,4,20183,162
614,2018-04-20,PIT,PHI,L 1-2,8.0,8,2,2,1,5,0,0,129,82,0,0,31,30,2,1,0,0,0,0,0,0,1,1,1,1,2.25,0.024,1.964,1.273,3,20183,162
615,2018-04-20,SDP,ARI,W 4-1,9.0,1,1,1,4,14,0,0,153,89,1,0,32,28,1,0,0,0,0,0,0,2,0,0,0,1,1.00,0.394,4.123,1.474,2,24902,174
616,2018-04-20,SEA,TEX,W 6-2,9.0,6,2,2,3,11,0,0,150,91,4,1,36,31,1,0,0,2,0,0,2,0,0,0,0,0,2.00,0.233,3.084,1.233,5,27811,200
617,2018-04-20,SFG,LAA,W 8-1,9.0,5,1,1,4,6,1,0,133,82,0,0,35,31,1,0,0,0,0,0,1,1,0,0,0,0,1.00,0.257,3.561,.482,4,37494,170
618,2018-04-20,STL,CIN,W 4-2,9.0,9,2,2,2,5,0,0,138,89,2,0,35,32,1,0,0,0,0,1,2,0,0,0,0,0,2.00,0.337,2.560,.904,3,43303,182
619,2018-04-20,TBR,MIN,W 8-7,10.0,7,7,7,3,10,3,0,148,102,2,1,39,36,1,0,0,0,0,0,0,0,1,1,0,0,6.30,-0.342,-2.033,1.180,5,9786,210
620,2018-04-20,TEX,SEA,L 2-6,9.0,14,6,6,2,9,1,0,173,112,3,1,43,38,5,0,1,1,2,0,1,3,1,0,0,0,6.00,-0.267,-0.916,1.511,6,27811,200
621,2018-04-20,TOR,NYY,W 8-5,9.0,11,5,5,1,10,3,0,183,121,0,0,38,37,1,0,0,0,0,0,1,0,0,0,0,0,5.00,-0.033,-0.058,.894,5,39197,202
622,2018-04-20,WSN,LAD,W 5-2,9.0,6,2,2,4,12,0,0,151,96,2,1,38,32,1,1,0,2,0,0,1,0,0,0,0,0,2.00,0.346,2.510,1.275,5,50211,189
623,2018-04-20 (1),DET,KCR,W 3-2,10.0,12,2,2,1,7,1,0,157,105,0,0,42,41,0,0,0,0,0,0,1,0,0,0,0,2,1.80,0.564,3.438,1.761,4,15406,166
624,2018-04-20 (1),KCR,DET,L 2-3,9.1,6,3,3,2,4,1,0,109,68,0,0,34,31,3,0,0,0,0,1,1,1,0,1,0,0,2.89,0.064,2.147,1.179,2,15406,166
625,2018-04-20 (2),DET,KCR,L 2-3,9.0,6,3,2,6,11,1,1,163,106,1,0,40,34,1,0,1,0,0,0,1,0,0,0,0,1,2.00,-0.160,1.893,1.703,4,17194,154
626,2018-04-20 (2),KCR,DET,W 3-2,9.0,5,2,2,1,4,0,0,120,82,0,0,33,31,1,1,0,0,0,1,0,1,0,0,0,0,2.00,0.340,2.894,1.228,2,17194,154
627,2018-04-19,LAA,BOS,L 2-8,9.0,14,8,7,3,5,2,1,148,90,5,1,42,37,5,0,1,1,0,1,3,0,0,0,0,0,7.00,-0.300,-3.440,.608,6,36253,215
628,2018-04-19,ARI,SFG,W 3-1,9.0,5,1,1,1,6,1,0,122,78,0,0,32,31,1,0,0,0,0,0,0,0,1,0,0,0,1.00,0.535,4.122,1.097,3,18736,143
629,2018-04-19,ATL,NYM,W 12-4,9.0,6,4,4,3,8,2,0,151,93,3,1,35,31,0,0,0,0,0,1,1,0,0,0,0,0,4.00,0.188,0.561,.289,4,23610,180
630,2018-04-19,BAL,DET,L 8-13,8.0,18,13,11,2,7,2,2,156,104,2,0,45,42,3,2,0,1,0,0,0,0,0,0,0,0,12.38,-0.528,-8.651,.581,3,15916,191
631,2018-04-19,BOS,LAA,W 8-2,9.0,4,2,2,3,9,1,0,155,96,0,0,35,32,0,0,0,0,0,0,0,0,0,0,0,1,2.00,0.199,2.561,.980,4,36253,215
632,2018-04-19,CHC,STL,W 8-5,9.0,5,5,3,4,11,0,2,165,100,3,3,38,32,0,0,0,2,0,0,0,1,0,0,0,1,3.00,0.119,-0.258,.638,5,29648,190
633,2018-04-19,DET,BAL,W 13-8,9.0,14,8,8,3,11,3,0,160,104,3,0,42,39,6,0,0,0,0,0,1,0,0,0,0,1,8.00,-0.028,-3.106,.445,4,15916,191
634,2018-04-19,MIA,MIL,L 3-12,8.0,13,12,12,7,6,3,0,169,99,2,2,43,36,5,0,1,0,0,0,1,0,1,0,0,2,13.50,-0.541,-7.820,.732,4,26087,199
635,2018-04-19,HOU,SEA,W 9-2,9.0,7,2,2,1,10,0,0,133,91,1,1,35,34,2,0,0,0,0,0,0,0,0,0,0,0,2.00,0.311,2.611,.526,4,16927,182
636,2018-04-19,MIL,MIA,W 12-3,9.0,5,3,3,3,6,2,0,150,85,1,0,34,30,0,0,0,1,0,0,2,0,0,0,0,0,3.00,-0.039,1.700,.832,5,26087,199
637,2018-04-19,NYM,ATL,L 4-12,8.0,13,12,12,5,5,1,0,151,91,1,1,42,34,6,0,0,0,1,2,0,0,0,0,0,0,13.50,-0.311,-7.946,.291,3,23610,180
638,2018-04-19,NYY,TOR,W 4-3,9.0,6,3,1,3,9,0,2,142,93,1,0,38,34,0,0,0,1,0,0,0,0,0,0,0,0,1.00,0.439,1.943,1.996,5,36665,180
639,2018-04-19,PHI,PIT,W 7-0,9.0,2,0,0,2,13,0,0,130,88,0,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.187,4.461,.363,3,19071,173
